sample_index,sample_id,category,task,example,gt_skill_pattern,official_status,official_eligible,repeat_1_status,repeat_1_success,repeat_2_status,repeat_2_success,case_dir,updated_at
1083,M&T/select_billiards/example82,M&T,select_billiards,example82,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example82,2026-05-19 11:28:08
1084,M&T/select_billiards/example83,M&T,select_billiards,example83,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example83,2026-05-19 11:29:30
1085,M&T/select_billiards/example84,M&T,select_billiards,example84,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example84,2026-05-19 11:30:53
1086,M&T/select_billiards/example85,M&T,select_billiards,example85,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example85,2026-05-19 11:32:16
1087,M&T/select_billiards/example86,M&T,select_billiards,example86,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example86,2026-05-19 11:33:38
1088,M&T/select_billiards/example87,M&T,select_billiards,example87,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example87,2026-05-19 11:35:16
1089,M&T/select_billiards/example88,M&T,select_billiards,example88,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example88,2026-05-19 11:36:57
1090,M&T/select_billiards/example89,M&T,select_billiards,example89,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example89,2026-05-19 11:38:18
1091,M&T/select_billiards/example90,M&T,select_billiards,example90,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example90,2026-05-19 11:39:57
1092,M&T/select_billiards/example91,M&T,select_billiards,example91,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example91,2026-05-19 11:41:25
1093,M&T/select_billiards/example92,M&T,select_billiards,example92,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example92,2026-05-19 11:42:59
1094,M&T/select_billiards/example93,M&T,select_billiards,example93,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example93,2026-05-19 11:44:28
1095,M&T/select_billiards/example94,M&T,select_billiards,example94,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example94,2026-05-19 11:46:06
1096,M&T/select_billiards/example95,M&T,select_billiards,example95,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example95,2026-05-19 11:47:26
1097,M&T/select_billiards/example96,M&T,select_billiards,example96,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example96,2026-05-19 11:49:00
1098,M&T/select_billiards/example97,M&T,select_billiards,example97,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example97,2026-05-19 11:50:25
1099,M&T/select_billiards/example98,M&T,select_billiards,example98,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example98,2026-05-19 11:52:01
1100,M&T/select_billiards/example99,M&T,select_billiards,example99,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_billiards\example99,2026-05-19 11:53:42
1101,M&T/select_book/example0,M&T,select_book,example0,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example0,2026-05-19 11:54:53
1102,M&T/select_book/example1,M&T,select_book,example1,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example1,2026-05-19 11:56:00
1103,M&T/select_book/example2,M&T,select_book,example2,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example2,2026-05-19 11:57:07
1104,M&T/select_book/example3,M&T,select_book,example3,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example3,2026-05-19 11:58:18
1105,M&T/select_book/example4,M&T,select_book,example4,pick>pull,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example4,2026-05-19 11:59:31
1106,M&T/select_book/example5,M&T,select_book,example5,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example5,2026-05-19 12:00:41
1107,M&T/select_book/example6,M&T,select_book,example6,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example6,2026-05-19 12:01:51
1108,M&T/select_book/example7,M&T,select_book,example7,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example7,2026-05-19 12:03:02
1109,M&T/select_book/example8,M&T,select_book,example8,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example8,2026-05-19 12:04:12
1110,M&T/select_book/example9,M&T,select_book,example9,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example9,2026-05-19 12:05:26
1111,M&T/select_book/example10,M&T,select_book,example10,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example10,2026-05-19 12:06:37
1112,M&T/select_book/example11,M&T,select_book,example11,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example11,2026-05-19 12:07:46
1113,M&T/select_book/example12,M&T,select_book,example12,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example12,2026-05-19 12:08:55
1114,M&T/select_book/example13,M&T,select_book,example13,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example13,2026-05-19 12:10:07
1115,M&T/select_book/example14,M&T,select_book,example14,pick>pull,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example14,2026-05-19 12:11:17
1116,M&T/select_book/example15,M&T,select_book,example15,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example15,2026-05-19 12:12:29
1117,M&T/select_book/example16,M&T,select_book,example16,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example16,2026-05-19 12:13:42
1118,M&T/select_book/example17,M&T,select_book,example17,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example17,2026-05-19 12:14:49
1119,M&T/select_book/example18,M&T,select_book,example18,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example18,2026-05-19 12:15:58
1120,M&T/select_book/example19,M&T,select_book,example19,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example19,2026-05-19 12:17:15
1121,M&T/select_book/example20,M&T,select_book,example20,pick>pull,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example20,2026-05-19 12:18:26
1122,M&T/select_book/example21,M&T,select_book,example21,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_book\example21,2026-05-19 12:19:34
